"NUMBER","INETSDESC","UNITS","UNITWEIGHT","PRICE1","DELDATE","DISCONT","INETIMAGE","CANTSELL"
"GTK2B               ","1 lb K2 tumbled stones                                                                                                  ","44","1.2","72.95",,0,"GTK22.jpg                                ",0
"GTKYAGB             ","1 lb Kyanite Green tumbled stones                                                                                       ","309.75","1.2","55.95",,0,"GTKYAGB.jpg                              ",0
"GTLAB2B             ","1 lb ~1-2"" Labodarite tumbled stones                                                                                    ","79","1.2","46.95",,0,"GTLAB2B.jpg                              ",0
"GTLABB              ","1 lb Labradorite tumbled stones                                                                                         ","89.6","1.2","33.95",,0,"GTLABBB.jpg                              ",0
"GTLAPB              ","1 lb Lapis Lazuli tumbled stones                                                                                        ","0.8","1.2","56.95",1/1/2027 0:00:00,0,"GTLAPB.jpg                               ",0
"GTLARB              ","1 lb Larvikite tumbled stones                                                                                           ","29","1.2","23.95",,0,"GTLARBBB.jpg                             ",0
"GTLAVB              ","1 lb Lava tumbled stones                                                                                                ","49","1.2","22.95",,0,"GTLAVBBB.jpg                             ",0
"GTLEPB              ","1 lb Lepidolite tumbled stones                                                                                          ","109.2","1.2","21.95",,0,"GTLEPBB.jpg                              ",0
"GTMALB              ","1 lb Malachite tumbled stones                                                                                           ","128.97","1.2","82.95",,0,"GTMALB.jpg                               ",0
"GTMALPB             ","1 lb Malachite pebbles                                                                                                  ","56","1.2","70.95",,0,"GTMALPB.jpg                              ",0
"GTMALRB             ","1 lb Malachite, Red tumbled stones                                                                                      ","29.4","1.2","19.95",,0,"GTMALRB.jpg                              ",0
"GTMHEMB             ","1 lb Hematite Magnetic tumbled stones                                                                                   ","3169.3","1.4","9.95",,0,"GTMHEMB.jpg                              ",0
"GTMHEMRB            ","1 lb Hematite Rainbow Magnetic tumbled stones                                                                           ","153.6","1.2","15.95",,0,"GTMHEMRB.jpg                             ",0
"GTMOK12B            ","1 lb Mookaite 12-15mm tumbled Nuggets                                                                                   ","2","1.2","13.95",,1,"GTMOK12BB.jpg                            ",0
"GTMOKB              ","1 lb Mookaite tumbled stones                                                                                            ","8.8","1.2","28.95",,0,"GTMOKBB.jpg                              ",0
"GTMOOB              ","1 lb Moonstone tumbled stones                                                                                           ","53","1.2","33.95",,0,"GTMOOB.JPG                               ",0
"GTMOORB             ","1 lb Moonstone Rainbow  tumbled stones                                                                                  ","42.4","1.2","31.95",,0,"GTMOORBB.jpg                             ",0
"GTMOSAB             ","1 lb Moss Agate tumbled stones                                                                                          ","0","1.2","16.95",1/1/2027 0:00:00,0,"GTMOSAB.jpg                              ",0
"GTNEPB              ","1 lb Nephrite Jade tumbled stones                                                                                       ","30","1.2","18.95",,0,"GTNEPBBB.jpg                             ",0
"GTNUMB              ","1 lb Nuummite Coppernite) tumbled stones                                                                                ","40.74","1.2","52.95",,0,"GTNUMBBB.jpg                             ",0
"GTOBSB              ","1 lb Obsidian, Black tumbled stones                                                                                     ","21","1.2","21.95",,0,"GTOBSB1.jpg                              ",0
"GTOBSBLB            ","1 lb Obsidian, Blue tumbled stones synthetic                                                                            ","23","1.2","24.95",,0,"GTOBSBLBB.jpg                            ",0
"GTOBSRB             ","1 lb Obsidian, Rainbow tumbled stones                                                                                   ","29","1.2","15.95",,0,"GTOBSRBB.jpg                             ",0
"GTONYBLB            ","1 lb Onyx, Blue tumbled stones (heat treated)                                                                           ","301.8","1.2","20.95",,0,"GTONYBLBBB.jpg                           ",0
"GTONYGB             ","1 lb Onyx, Green tumbled stones                                                                                         ","37","1.2","21.95",,0,"GTONYGBB.jpg                             ",0
"GTONYSB             ","1 lb Onyx, Stripe tumbled stones                                                                                        ","21","1.2","26.95",,1,"GTONYSBB.jpg                             ",0
"GTOPAOB             ","1 lb Opal, Orthoclase tumbled stones                                                                                    ","21","1.2","40.95",,0,"GTOPAOBB.jpg                             ",0
"GTOPAPB             ","1 lb Opal, Pink tumbled stones                                                                                          ","0","1.2","58.95",1/1/2027 0:00:00,0,"GTOPAPB.jpg                              ",0
"GTOPAPWB            ","1 lb Opalized Petrified Wood tumbled stones                                                                             ","116.96","1.2","60.95",,0,"GTOPAPWBB.jpg                            ",0
"GTOPOB              ","1 lb Opalite tumbled stones                                                                                             ","107","1.2","20.95",,0,"GTOPOBB.jpg                              ",0
"GTPALBB             ","1 lb Fossil Stone, Black tumbled                                                                                        ","159","1.2","58.95",,1,"GTPALBB.jpg                              ",0
"GTPETB              ","1 lb Pietersite tumbled stones                                                                                          ","6","1.2","46.95",,1,"GTPETBBB.jpg                             ",0
"GTPETWB             ","1 lb Petrified Wood tumbled stones                                                                                      ","24","1.2","31.95",,0,"GTPETWBBB.jpg                            ",0
"GTPRERB             ","1 lb Prehnite w Epidote tumbled stones                                                                                  ","36","1.2","50.95",,0,"GTPRERBBB.jpg                            ",0
"GTPYRB              ","1 lb Pyrite tumbled stones                                                                                              ","87","1.2","45.95",,0,"GTPYRBBB.jpg                             ",0
"GTQUACB             ","1 lb Quartz, Cracked tumbled stones                                                                                     ","3","1.2","28.95",,0,"GTQUAC.jpg                               ",0
"GTQZB               ","1 lb Clear Quartz tumbled stones                                                                                        ","0","1.2","25.95",1/1/2027 0:00:00,0,"GTQZBBB.jpg                              ",0
"GTR037              ","Aventurine, Green W Coins gemstone tree                                                                                 ","40","1.7","15.95",,0,"GTR037.jpg                               ",0
"GTR044              ","Lapis W pentacles gemstone tree (300 beads)                                                                             ","44","1","27.95",,0,"GTR044.jpg                               ",0
"GTR049              ","Carnelian Gemstone Tree                                                                                                 ","35","1.7","13.95",,0,"GTR049A.jpg                              ",0
"GTR060              ","Rose Quartz W Hearts gemstone tree (300 beads)                                                                          ","88","1","25.95",1/1/2027 0:00:00,0,"GTR060.jpg                               ",0
"GTR161              ","Good Luck tree                                                                                                          ","25","1.7","19.95",,0,"GTR161.jpg                               ",0
"GTR3376             ","4 1/2"" Circle Tree of Life Chakra gemstone tree                                                                         ","14","0.6","35.95",,0,"GTR3376.jpg                              ",0
"GTRAME              ","Amethyst gemstone tree 160 beads                                                                                        ","36","1.7","14.95",,0,"GTRAME.jpg                               ",0
"GTRAVB              ","1 lb Aventurine, Red  tumbled stones                                                                                    ","9","1.2","18.95",,0,"GTRAVBB.jpg                              ",0
"GTRGOB              ","1 lb Goldstone, Red tumbled stones                                                                                      ","34.2","1.2","33.55",,0,"GTRGOBBB.jpg                             ",0
"GTRHOAB             ","1 lb Rhodochrosite tumbled stones                                                                                       ","36","1.2","69.95",,0,"GTRHOABBB.jpg                            ",0
"GTRHOB              ","1 lb Rhodonite tumbled stones                                                                                           ","28","1.2","40.95",,0,"GTRHOB.jpg                               ",0
"GTRHOEB             ","1 lb Rhodochrosite ex quality tumbled stones                                                                            ","53","1.2","179.95",,1,"GTRHOEB.jpg                              ",0
"GTRMIX              ","Mixed Agate Gemstone Tree                                                                                               ","5","1.7","14.95",,0,"GTRMIX.jpg                               ",0
"GTROSB              ","1 lb Rose Quartz tumbled stones                                                                                         ","825.25","1.2","11.95",,0,"GTROSBB1.jpg                             ",0
"GTRQZ               ","Clear Quartz gemstone tree 160 beads                                                                                    ","58","1.7","14.95",,0,"GTRQZ.jpg                                ",0
"GTRUBZMB            ","1 lb Ruby Zoisite with Mica tumbled stones                                                                              ","12","1.2","50.95",,0,"GTRUBZMBB.jpg                            ",0
"GTRUTB              ","1 lb Rutile tumbled stones                                                                                              ","6.1","1.2","18.95",,0,"GTRUTB.jpg                               ",0
"GTSCOB              ","1 lb Scolecite tumbled stones                                                                                           ","121.35","1.2","45.95",,0,"GTSCOBB.jpg                              ",0
"GTSELB              ","1 lb Selenite tumbled stones                                                                                            ","65","1.2","38.95",,0,"GTSELBB.jpg                              ",0
"GTSELOB             ","1 lb Selenite, Orange tumbled stones                                                                                    ","29","1.2","44.95",,0,"GTSELOBB.jpg                             ",0
"GTSERB              ","1 lb Serpentine tumbled stones                                                                                          ","7.4","1.2","48.95",,0,"GTSER.jpg                                ",0
"GTSFOB              ","1 lb Snow Flake Obsidian tumbled stones                                                                                 ","40.35","1.2","23.95",,0,"GTSFOBB.jpg                              ",0
"GTSFOPB             ","1 lb Snowflake Obsidian tumbled Pebble stones                                                                           ","40","1.2","30.95",,1,"GTSNOPBB.jpg                             ",0
"GTSHILB             ","1 lb Shiva Lingam tumbled stones                                                                                        ","152","1.2","11.95",,0,"GTSHILBB.jpg                             ",0
"GTSHUB              ","1 lb Shungite tumbled stones                                                                                            ","52","1.2","46.95",,0,"GTSHUNB.jpg                              ",0
"GTSODB              ","1 lb Sodalite tumbled stones                                                                                            ","0","1.2","25.95",1/1/2027 0:00:00,0,"GTSODP.jpg                               ",0
"GTSODPB             ","1 lb Sodalite pebbles                                                                                                   ","43","1.2","35.95",,0,"GTSODPB.jpg                              ",0
"GTSTRB              ","1 lb Stromatolite (onyx Brown) tumbled stones                                                                           ","206.13","1.2","43.95",,1,"GTSTRB.jpg                               ",0
"GTSUNB              ","1 lb Natural Sunstone tumbled stones                                                                                    ","27.2","1.2","33.95",,0,"GTSUNBBB.jpg                             ",0
"GTSUP7B             ","1 lb Super 7 tumbled stones                                                                                             ","17","1.2","93.95",,0,"GTSUP7B.jpg                              ",0
"GTTERB              ","1 lb Terahertz tumbled stones                                                                                           ","5.6","1.2","68.95",,0,"GTTER.jpg                                ",0
"GTTIGB              ","1 lb Tiger Eye, Yellow  tumbled stones                                                                                  ","96","1.2","34.95",,0,"GTTIGBB.jpg                              ",0
"GTTIGBB             ","1 lb Tiger's Eye, Blue tumbled stones                                                                                   ","1234","1.2","33.95",,0,"GTTIGBBB.jpg                             ",0
"GTTIGRB             ","1 lb Tiger Eye, Red tumbled stones                                                                                      ","12","1.2","34.95",,0,"GTTIGRBBB.jpg                            ",0
"GTTOPB              ","1 lb Topaz tumbled stones                                                                                               ","28","1.2","21.95",,0,"GTTOP.jpg                                ",0
"GTTOPBB             ","1 lb Topaz, Blue tumbled stones                                                                                         ","69.61","1.2","155.95",,1,"GTTOPBB.jpg                              ",0
"GTTOPLB             ","1 lb Topaz, Lemon tumbled stones                                                                                        ","0","1.2","36.95",1/1/2027 0:00:00,0,"GTTOPLBAAA.jpg                           ",0
"GTTOUB              ","1 lb Tourmaline, Black tumbled stones 10-35mm                                                                           ","0","1.2","28.95",1/1/2027 0:00:00,0,"GTTOU.jpg                                ",0
"GTTOUPB             ","1 lb Tourmaline, Pink tumbled stones                                                                                    ","32","1.2","40.95",,0,"GTTOUPBB.jpg                             ",0
"GTTURB              ","1 lb Turquoise tumbled stones                                                                                           ","65","1.2","37.95",,0,"GTTURB.jpg                               ",0
"GTUNAB              ","1 lb Unakite tumbled stones                                                                                             ","8","1.2","21.95",,0,"GTUNABBB.jpg                             ",0
"GU6PCS              ","6 Piece untumbled stones set  5 lb                                                                                      ","16","5.9","45.95",,1,"GU6PCS.jpg                               ",0
"GUAGATB             ","1 lb Agate, Tree untumbled stones                                                                                       ","25","1.2","8.95",,1,"GUAGATBBB.jpg                            ",0
"GUAGNBB             ","1 lb Agni, Black untumbled stones                                                                                       ","38","1.2","14.95",,1,"GUAGNBBB.jpg                             ",0
"GUAMAB              ","1 lb Amazonite untumbled stones                                                                                         ","47.76","1.2","10.95",,1,"GUAMAB1.jpg                              ",0
"GUAMBZB             ","1 lb Amber, Zebra untumbled stones                                                                                      ","47","1.2","27.95",,1,"GUAMBZBBB.jpg                            ",0
"GUANGB              ","1 lb Angelite untumbled stones                                                                                          ","10","1.2","9.95",,0,"GUANGB.jpg                               ",0
"GUAPATB             ","1 lb Apache Tears untumbled stones                                                                                      ","4","1.2","29.95",,0,"GUAPATBA.jpg                             ",0
"GUAQUBB             ","1 lb Aquamarine, Blue untumbled stones                                                                                  ","20","1.2","40.95",,0,"GUAQUBBBB.jpg                            ",0
"GUAVEGB             ","1 lb Aventurine, Green untumbled stones                                                                                 ","63","1.2","9.95",,0,"GUAVEGBBB.jpg                            ",0
"GUBKYABB            ","1 lb Black Kyanite, Broom untumbled stones                                                                              ","47","1.2","19.95",,0,"GUBKYABBBB.jpg                           ",0
"GUBLOB              ","1 lb Bloodstone untumbled stones                                                                                        ","152","1.2","9.95",,0,"GUBLOBBB.jpg                             ",0
"GUBTB               ","1 lb Black Tourmaline untumbled stones                                                                                  ","137.65","1.2","27.95",,1,"GUBTB.jpg                                ",0
"GUCALBB             ","1 lb Blue Calcite untumbled stones                                                                                      ","14","1.2","13.95",,0,"GUCALBB.jpg                              ",0
"GUCALCB             ","1 lb Coke Calcite untumbled stones                                                                                      ","137","1.2","9.95",,1,"GUCALCB.jpg                              ",0
"GUCALGB             ","1 lb Green Calcite untumbled stones                                                                                     ","1057.6","1.2","14.95",,0,"GUCALGB.jpg                              ",0
"GUCALOB             ","1 lb Orange Calcite untumbled stones                                                                                    ","11","1.2","13.95",,0,"GUCALOB.jpg                              ",0
"GUCALPB             ","1 lb Pink Calcite untumbled stones                                                                                      ","530.77","1.2","10.95",,0,"GUCALPB.jpg                              ",0
"GUCALRB             ","1 lb Red Calcite untumbled stones                                                                                       ","0","1.2","15.95",1/1/2027 0:00:00,0,"GUCALRB1.jpg                             ",0
"GUCALRBB            ","1 lb Red/ Brown Calcite untumbled stones                                                                                ","120","1.2","11.95",,1,"GUCALRBBBB.jpg                           ",0
"GUCHAB              ","1 lb Chacopyrite untumbled stones Chip size                                                                             ","261.6","1.2","30.95",,0,"GUCHAB.jpg                               ",0
"GUCITB              ","1 lb Citrine untumbled stones                                                                                           ","392.3","1.2","50.95",,0,"GUCITBA.jpg                              ",0
"GUEMEB              ","1 lb Emerald untumbled stones                                                                                           ","0","1.2","20.95",,0,"GUEMEB.jpg                               ",0
"GUFLURB             ","1 lb Fluorite, Rainbow untumbled stones                                                                                 ","40","1.2","17.95",,0,"GUFLURBBB.jpg                            ",0
"GUGARRB             ","1 lb dark red Garnet untumbled stones                                                                                   ","96","1.2","47.95",,0,"GUGARRB.jpg                              ",0
"GUHOWW5             ","5kg Howlite, White untumbled 50-100mm                                                                                   ","18","12","64.95",,0,"GUHOWW55.jpg                             ",0
"GUIOLB              ","1 lb Iolite untumbled stones                                                                                            ","11","1.2","12.95",,0,"GUIOLB.jpg                               ",0
"GUJASDB             ","1 lb Jasper, Dragon Blood untumbled                                                                                     ","0","1.3","10.95",1/1/2027 0:00:00,0,"GUJASDB.JPG                              ",0
"GUJASFB             ","1 lb Jasper, Fancy untumbled stones                                                                                     ","120.65","1.2","4.95",,0,"GUJASFBBB.jpg                            ",0
"GUKYAB              ","1 lb Kyanite, Blue untumbled stones                                                                                     ","94.41","1.2","23.95",,1,"GUKYAB.jpg                               ",0
"GULABB              ","1 lb Labradorite grade a untumbled                                                                                      ","124","1.3","17.95",,0,"GULABB.JPG                               ",0
"GULAPB              ","1 lb Lapis untumbled stones                                                                                             ","340","1.2","23.95",,0,"GULAPB.jpg                               ",0
"GULAVQ5             ","5kg Lavender Quartz untumbled 2-3""                                                                                      ","6","12","142.95",,1,"GULAVQ5.jpg                              ",0
"GULEPB              ","1 lb Lepidolite untumbled stones                                                                                        ","11","1.2","11.95",,0,"GULEPB.jpg                               ",0
"GUMIXB              ","1 lb Mixed untumbled stones                                                                                             ","1001.5","1.2","7.95",,1,"GUMIX.jpg                                ",0
"GUMOL25             ","25.3gms Moldavite untumbled                                                                                             ","0","0.1","1133.95",,0,"GUMOL500.jpg                             ",0
"GUMOL50             ","50gms Moldavite untumbled                                                                                               ","2","0.1","2250.95",,0,"GUMOL500.jpg                             ",0
"GUMOOB              ","1 lb Moonstone untumbled stones                                                                                         ","36","1.2","8.95",,0,"GUMOOBA.jpg                              ",0
"GUPERB              ","1 lb Peridot 5-10mm untumbled stones                                                                                    ","35.2","1.2","57.95",,1,"GUPERBBBB.jpg                            ",0
"GUPJASPB            ","1 lb Jasper, Polychrome polished 1 side                                                                                 ","162.6","1.2","31.95",,1,"GUPJASPBA.jpg                            ",0
"GUPLABB             ","1 lb Labrodorite polished 1 side                                                                                        ","37","1.2","36.95",,0,"GUPLABBA.jpg                             ",0
"GUPRERB             ","1 lb Prenhite with Rutile untumbled stones                                                                              ","17.67","1.2","32.95",,1,"GUPRERBBB.jpg                            ",0
"GUPURB              ","1 lb Purpurite untumbled stones                                                                                         ","21","1.2","22.95",,0,"GUPURBBB.jpg                             ",0
"GUPYRB              ","1 lb Pyrite untumbled stones                                                                                            ","22","1.2","7.95",,0,"GUPYRB.jpg                               ",0
"GUQZB               ","1 lb Quartz untumbled stones                                                                                            ","105.55","1.2","9.95",,0,"GUQZB.jpg                                ",0
"GUROSQ11            ","11lb Rose Quartz untumbled stones                                                                                       ","11","13","85.95",,0,"GUROSQBBB.jpg                            ",0
"GUROSQ3             ","3 lb Rose Quartz untumbled stones                                                                                       ","208.36","3.6","23.95",,0,"GUROSQBBB.jpg                            ",0
"GUROSQB             ","1 lb Rose Quartz untumbled stones                                                                                       ","267","1.2","9.95",,0,"GUROSQBBB.jpg                            ",0
"GURUBZB             ","1 lb Ruby Zoisite untumbled stones                                                                                      ","67","1.2","12.95",,0,"GURUBZBBB.jpg                            ",0
"GUSEL4              ","(set of 5) 4"" Selenite mini sticks                                                                                      ","246","0.8","3.95",,0,"GUSEL4.jpg                               ",0
"GUSEL7              ","6"" Selenite sticks (5 pack)                                                                                             ","101","0.9","5.95",1/1/2027 0:00:00,0,"GUSEL7.jpg                               ",0
"GUSELC              ","Selenite mini cubes 20 pk                                                                                               ","224","0.6","3.95",,0,"GUSELC.jpg                               ",0
"GUSELO3             ","3"" Orange Selenite mini sticks 5 pk                                                                                     ","8","0.8","4.95",,0,"GUSELO3.jpg                              ",0
"GUSMOQ3             ","3 lb Smoky Quartz untumbled stones                                                                                      ","36.27","3.6","38.95",,0,"GUSMOQ333.jpg                            ",0
"GUSMOQB             ","1 lb Smoky Quartz untumbled stones                                                                                      ","45","1.2","25.95",,1,"GUSMOQB.jpg                              ",0
"GUSOD3              ","3 lb Sodalite untumbled stones                                                                                          ","6","3.6","23.95",,1,"GUSOD3.jpg                               ",0
"GUTEKB              ","1 lb Tektite untumbled stones                                                                                           ","98","1.2","115.95",,0,"GUTEKB.jpg                               ",0
"GUTOPB              ","1 lb Topaz untumbled stones                                                                                             ","10","1.2","19.95",,1,"GUTOPB.jpg                               ",0
"GUTOUBB             ","1 lb Tourmaline, Black untumbled stones                                                                                 ","26","1.2","20.95",,0,"GUTOUBB.jpg                              ",0
"GUTOUPQB            ","1 lb Tourmaline, Pink with Quartz untumbled stones                                                                      ","416.44","1.2","26.95",,0,"GUTOUPQBBB.jpg                           ",0
"GUTURB              ","1 lb Turquoise untumbled                                                                                                ","55","1.3","21.95",,0,"GUTURB.JPG                               ",0
"GWAME               ","Amethyst worry stone                                                                                                    ","124","0.05","8.95",,0,"GWAME.jpg                                ",0
"GWANG               ","Angelite worry stone                                                                                                    ","1629","0.05","5.95",,0,"GWANG.jpg                                ",0
"GWAVE               ","Green Aventurine worry stone                                                                                            ","256","0.05","3.5",,0,"gwave.jpg                                ",0
"GWBLO               ","Bloodstone worry stone                                                                                                  ","676","0.05","3.95",,0,"GWBLO.jpg                                ",0
"GWBOBS              ","Black Obsidian worry stone                                                                                              ","148","0.05","3.95",,0,"GWBOBS.jpg                               ",0
"GWCALP              ","Calcite, Pink worrystone                                                                                                ","4993","0.05","4.95",,0,"GWCALP.jpg                               ",0
"GWCAME              ","Chevron Amethyst worrystone                                                                                             ","1608","0.05","8.95",,0,"GWCAME.jpg                               ",0
"GWMA                ","Moss Agate worry stone                                                                                                  ","643","0.05","3.95",1/1/2027 0:00:00,0,"GWMA.JPG                                 ",0
"GWONYBK             ","Onyz, Black worrystone                                                                                                  ","1034","0.05","2.95",,0,"GWONYBK.jpg                              ",0
"GWPYR               ","Pyrite worrry stone                                                                                                     ","75","0.08","4.95",,0,"GWPYR.jpg                                ",0
"GWQTZ               ","Quartz worry stone                                                                                                      ","891","0.05","4.95",,0,"GWQTZ.JPG                                ",0
"GWRJAS              ","Red Jasper worry stone                                                                                                  ","41","0.05","2.95",,0,"GWRJAS.jpg                               ",0
"GWROQ               ","Rose Quartz worry stone                                                                                                 ","1182","0.05","3.95",,1,"GWROQ.JPG                                ",0
"GWSELW              ","White Selenite Wand                                                                                                     ","110","0.1","2.95",,0,"GWSELWA.jpg                              ",0
"GWSELWS             ","Selenite worry stone                                                                                                    ","4962","0.05","2.95",,0,"GWSELWS.jpg                              ",0
"GWSHU               ","Shungite worry stone                                                                                                    ","121","0.05","13.95",,0,"GWSHU.jpg                                ",0
"GWSOD               ","Sodalite worry stone                                                                                                    ","768","0.05","3.95",,0,"GWSOD.jpg                                ",0
"GWTOL4              ","(set of 4 Flower of Life worry stone w/ hole                                                                            ","112","0.3","28.95",,1,"GWTOL4.jpg                               ",0
"GWTOUB              ","Tourmaline, Black worrystone                                                                                            ","46","0.05","4.95",,0,"GWTOUB.jpg                               ",0
"GWUNA               ","Unakite worry stone                                                                                                     ","2522","0.05","2.95",,0,"GWUNA.jpg                                ",0
"GWVAR               ","various worry stone                                                                                                     ","0","0.05","2.95",1/1/2027 0:00:00,0,"GWVAR.jpg                                ",0
"GWWOR               ","Inspirational Word worry stone (various words)                                                                          ","245","0.08","5.95",,0,"GWWOR.jpg                                ",0
"H16ACTCP            ","Activated Charcoal powder 1oz                                                                                           ","134","0.1","3.95",,0,"HACTCP.jpg                               ",0
"H16AGRC             ","Agrimony cut 1oz  (Agrimonia eupatoria)                                                                                 ","104","0.1","3.95",,0,"HAGRC_B.JPG                              ",0
"H16ALFC             ","Alfalfa cut 1oz  (Medicago sativa)                                                                                      ","29","0.3","2.95",,0,"HALFC_B.JPG                              ",0
"H16ANGC             ","Angelica Root cut 1oz (Angelica archangelica)                                                                           ","104","0.15","3.95",,0,"HANGC_B.JPG                              ",0
"H16ANISW            ","Anise Star whole 1oz  (Illicium verum)                                                                                  ","142","0.2","4.95",,0,"HANISBB.jpg                              ",0
"H16ARAP             ","Arabic Gum powder 1oz (Acacia species)                                                                                  ","33","0.1","4.95",,0,"HARAP_B.JPG                              ",0
"H16ASHRP            ","Ashwagandha root powder 1oz                                                                                             ","49","0.2","3.95",,0,"HASHRP_B.jpg                             ",0
"H16BARRBC           ","Barberry Root Bark cut 1oz (Berberis vulgaris) Wildcrafted                                                              ","24","0.1","3.95",,0,"HBARRBC.jpg                              ",0
"H16BASLC            ","Basil Leaf cut 1oz                                                                                                      ","31","0.2","3.95",,0,"HBASLC.jpg                               ",0
"H16BAYW             ","Bay Leaves whole 1oz  (Laurus Nobilis)                                                                                  ","113","0.3","3.95",,0,"HBAYWBB.jpg                              ",0
"H16BEAW             ","Bearberry mexican whole 1oz (Uva Ursi)                                                                                  ","42","0.2","3.95",,0,"HBEAW_B.JPG                              ",0
"H16BEEPG            ","Bee Pollen Geanules 1oz                                                                                                 ","50","0.1","4.95",,0,"HBEEPGB.jpg                              ",0
"H16BEEPY            ","Beeswax pellets yellow 1oz                                                                                              ","32","0.1","3.95",,0,"HBEEPY_H_16.jpg                          ",0
"H16BETRW            ","Beth Root whole 1oz                                                                                                     ","10","0.5","16.95",,0,"HBETRW_H_16.jpg                          ",0
"H16BIRBC            ","Birch Bark cut 1oz                                                                                                      ","10","0.1","3.95",,0,"HBIRBC.jpg                               ",0
"H16BLABLC           ","Blackberry Leaf cut 1oz wildcrafted                                                                                     ","16","0.1","3.95",,0,"HBLABLCB.jpg                             ",0
"H16BLACRP           ","Black Cohosh Root powder 1oz  (Cimicifuga Racemosa) Wildcrafted                                                         ","53","0.1","7.95",,0,"HBLACRP.jpg                              ",0
"H16BLASF            ","Black Salt fine 1oz Gourmet                                                                                             ","261","0.1","2.25",,0,"HBLASF.jpg                               ",0
"H16BLAWHC           ","Black Walnut Hull cut 1oz                                                                                               ","2","0.1","3.95",,0,"HBLAWHC_H_16.jpg                         ",0
"H16BLEC             ","Blessed Thistle 1oz (Cnicus benedictus)                                                                                 ","90","0.3","2.95",,0,"HBLEC_Bt.jpg                         ",0
"H16BUCEW            ","Buckeyes whole 1oz                                                                                                      ","40","0.1","7.95",,0,"HBUCEW.jpg                               ",0
"H16BURC             ","Burdock Root cut 1oz  (Arctium lappa)                                                                                   ","101","0.1","3.95",,0,"HBURC_T.jpg                          ",0
"H16CALCITP          ","Calcium Citrate Powder 1oz                                                                                              ","16","0.15","3.95",,0,"HCALCITP_H_16.jpg                        ",0
"H16CALW             ","Calendula Flower whole 1oz (Calendula officinalis)                                                                      ","97","0.2","2.95",,0,"HCALW_B.JPG                              ",0
"H16CATC             ","Catnip cut 1oz  (Nepeta cataria)                                                                                        ","131","0.25","3.95",,0,"HCATC.jpg                                ",0
"H16CATCC            ","Cat's Claw Bark cut 1oz (Uncaria tomentosa)                                                                             ","71","0.1","3.95",,0,"HCATCC.jpg                               ",0
"H16CELSW            ","Celery Seed whole 1oz                                                                                                   ","0","0.1","2.95",,1,"HCELSWB.jpg                              ",0
"H16CHAFW            ","Chamomile Flower whole 1oz  (egyptian) (Matricaria)                                                                     ","307","0.2","3.95",,0,"HCHAFW_Bt.jpg                        ",0
"H16CHALC            ","Chaparral Leaf cut 1oz                                                                                                  ","35","0.1","3.95",,0,"HCHALC.jpg                               ",0
"H16CINC             ","Cinnamon cut sticks 1oz  (Cinnamomum cassia)                                                                            ","84","0.1","3.95",,0,"HCINC.jpg                                ",0
"H16CINP             ","Cinnamon powder 1oz  (Cinnamomum cassia)                                                                                ","30","0.1","3.95",,0,"HCINP_T.jpg                          ",0
"H16CLOW             ","Cloves Whole 1oz (Syzygium aromaticum)                                                                                  ","181","0.1","4.95",,0,"HCLOW_T.jpg                          ",0
"H16COLLC            ","Coltsfoot Leaf cut 1oz (Tussilago farfara)                                                                              ","46","0.3","3.5",,0,"HCOLLC.jpg                               ",0
"H16COMLC            ","Comfrey Leaf cut 1oz (Symphytum officinale)                                                                             ","74","0.3","3.95",,0,"HCOMLC.jpg                               ",0
"H16COMRC            ","Comfrey Root cut 1oz (Symphytum officinale)                                                                             ","59","0.2","3.95",,0,"HCOMRC.jpg                               ",0
"H16CRABC            ","Cramp Bark cut 1oz wild crafted                                                                                         ","29","0.1","3.95",,0,"HCRABC.jpg                               ",0
"H16DAMLC            ","Damiana Leaf cut 1oz  (Turnera diffusa)                                                                                 ","73","0.3","3.95",,0,"HDAMLC.jpg                               ",0
"H16DANLC            ","Dandelion Leaf cut 1oz  (Taraxacum officinale)                                                                          ","74","0.3","2.95",,0,"HDANLC.jpg                               ",0
"H16DANRC            ","Dandelion Root cut 1oz  (Taraxacum officinale)                                                                          ","42","0.15","4.95",,0,"HDANRCB_16.JPG                           ",0
"H16DEASG            ","Dead Sea Salt 1oz                                                                                                       ","182","0.1","2.95",,0,"HDEASG.jpg                               ",0
"H16DEET             ","Deer's Tongue 1oz                                                                                                       ","32","0.5","16.95",,0,"HDEETB.jpg                               ",0
"H16DEVCRC           ","Devil's Claw Root cut 1oz  (Harpagophytum procumbens)                                                                   ","77","0.1","4.95",,0,"HDEVCRC_B.jpg                            ",0
"H16DEVSW            ","Devils Shoestring whole 1oz                                                                                             ","35","0.5","24.95",,0,"HDEVSR.jpg                               ",0
"H16DOGRC            ","Dog Grass Root cut 1oz (Agropyron repens)                                                                               ","66","0.1","4.95",,0,"HDOGRC.jpg                               ",0
"H16ECHPC            ","Echinacea  Purpurea 1oz leaf cut (Echinacea)                                                                            ","50","0.2","3.95",,0,"HECHPC_B.JPG                             ",0
"H16ELDB             ","Elder Berries whole 1oz  (Sambucus nigra)                                                                               ","59","0.1","4.95",,0,"HELDB_T.jpg                          ",0
"H16ELEP             ","Eleutherococcus powder 1oz (Eleuthecoccus Senticosus)                                                                   ","68","0.1","3.95",,0,"HELEP.jpg                                ",0
